RegionName;State;Metro;County;City;Zri
Highlands;NJ;New York-Newark-Jersey City;Monmouth County;Middletown Township;2070
Jamaica;NY;New York-Newark-Jersey City;Queens County;New York;2069
Sixteenth Street Heights;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2069
Rainier Beach;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2069
Dongan Hills;NY;New York-Newark-Jersey City;Richmond County;New York;2068
Heights Park;TX;Dallas-Fort Worth-Arlington;Dallas County;Richardson;2067
Briarwood;NY;New York-Newark-Jersey City;Queens County;New York;2066
Morningside - Lenox Park;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;2066
Trinidad;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2066
Midwood;NY;New York-Newark-Jersey City;Kings County;New York;2065
Pawtucketville;MA;Boston-Cambridge-Newton;Middlesex County;Lowell;2065
The Palisades;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2065
Grymes Hill;NY;New York-Newark-Jersey City;Richmond County;New York;2064
Rainbow Ridge;CA;Riverside-San Bernardino-Ontario;Riverside County;Moreno Valley;2064
Pinehurst;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2064
Foothills Junction;CA;Sacramento--Roseville--Arden-Arcade;Placer County;Roseville;2064
Oakwood;NY;New York-Newark-Jersey City;Richmond County;New York;2063
Hillwood;WA;Seattle-Tacoma-Bellevue;King County;Shoreline;2062
Old Town;IL;Chicago-Naperville-Elgin;Cook County;Chicago;2061
River West;IL;Chicago-Naperville-Elgin;Cook County;Chicago;2061
Rego Park;NY;New York-Newark-Jersey City;Queens County;New York;2060
Downtown;CT;Bridgeport-Stamford-Norwalk;Fairfield County;Stamford;2060
East Village;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Long Beach;2059
Arlington Mill;VA;Washington-Arlington-Alexandria;Arlington County;Arlington;2059
Tompkinsville;NY;New York-Newark-Jersey City;Richmond County;New York;2059
North Delridge;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2059
New Dorp Beach;NY;New York-Newark-Jersey City;Richmond County;New York;2059
Sagamore Beach;MA;Barnstable Town;Barnstable County;Bourne;2059
Martinsville;NJ;New York-Newark-Jersey City;Somerset County;Bridgewater Township;2058
Willmore City;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Long Beach;2058
College West;CA;San Diego-Carlsbad;San Diego County;San Diego;2057
Coral Ridge;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;2057
Elmhurst;NY;New York-Newark-Jersey City;Queens County;New York;2056
Marine Park;NY;New York-Newark-Jersey City;Kings County;New York;2056
University District;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2056
Hellman;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Long Beach;2056
River West;OR;Bend-Redmond;Deschutes County;Bend;2056
Westlands Area;MA;Boston-Cambridge-Newton;Middlesex County;Chelmsford;2056
Northwest Heights;OR;Portland-Vancouver-Hillsboro;Multnomah County;Portland;2054
Forrestridge;TX;Dallas-Fort Worth-Arlington;Denton County;Denton;2054
Ramona;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;2052
East Weymouth;MA;Boston-Cambridge-Newton;Norfolk County;Weymouth;2052
Rosebank;NY;New York-Newark-Jersey City;Richmond County;New York;2052
Irvington;OR;Portland-Vancouver-Hillsboro;Multnomah County;Portland;2052
Gerritsen Beach;NY;New York-Newark-Jersey City;Kings County;New York;2052
Braddock Road Metro;VA;Washington-Arlington-Alexandria;Alexandria City;Alexandria;2052
Kew Gardens;NY;New York-Newark-Jersey City;Queens County;New York;2051
Ocean Parkway;NY;New York-Newark-Jersey City;Kings County;New York;2050
Town Center;MD;Washington-Arlington-Alexandria;Montgomery County;Rockville;2050
Boulevard Bluffs;WA;Seattle-Tacoma-Bellevue;Snohomish County;Everett;2049
Oak Park;CA;San Diego-Carlsbad;San Diego County;San Diego;2048
West Loop Gate;IL;Chicago-Naperville-Elgin;Cook County;Chicago;2048
Moreno;CA;Riverside-San Bernardino-Ontario;Riverside County;Moreno Valley;2045
Fauntleroy;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2045
Northside;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;2044
New Dorp;NY;New York-Newark-Jersey City;Richmond County;New York;2044
Magnolia Center;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;2042
View Ridge;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2041
Douglas Park;VA;Washington-Arlington-Alexandria;Arlington County;Arlington;2040
New Springville;NY;New York-Newark-Jersey City;Richmond County;New York;2040
Phinney Ridge;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2039
Riverview;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2039
Fort Hamilton;NY;New York-Newark-Jersey City;Kings County;New York;2038
Coral Way;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;Miami;2037
Five Points;CO;Denver-Aurora-Lakewood;Denver County;Denver;2037
West Barnstable;MA;Barnstable Town;Barnstable County;Barnstable;2037
Genesee;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2035
Matthews Beach;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2035
Upper Eastside;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;Miami;2034
Brookside;CA;Stockton-Lodi;San Joaquin County;Stockton;2033
Mack Park;MA;Boston-Cambridge-Newton;Essex County;Salem;2033
Bryant;OR;Portland-Vancouver-Hillsboro;Clackamas County;Lake Oswego;2033
Fairmount Park;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2031
Lea Hill;WA;Seattle-Tacoma-Bellevue;King County;Auburn;2030
Emerson Hill;NY;New York-Newark-Jersey City;Richmond County;New York;2030
Dallas North Estates;TX;Dallas-Fort Worth-Arlington;Collin County;Plano;2029
Glencoe;WA;Seattle-Tacoma-Bellevue;King County;Renton;2029
Forest Beach;SC;Hilton Head Island-Bluffton-Beaufort;Beaufort County;Hilton Head Island;2029
Casablanca;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;2028
Osterville;MA;Barnstable Town;Barnstable County;Barnstable;2027
Fort Davis;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2027
Grantville;CA;San Diego-Carlsbad;San Diego County;San Diego;2025
Barton Hills;TX;Austin-Round Rock;Travis County;Austin;2024
Villages of Woodland Springs;TX;Dallas-Fort Worth-Arlington;Tarrant County;Fort Worth;2023
Loyal Heights;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2023
Jamaica Estates;NY;New York-Newark-Jersey City;Queens County;New York;2021
Grant City;NY;New York-Newark-Jersey City;Richmond County;New York;2019
Belmar;CO;Denver-Aurora-Lakewood;Jefferson County;Lakewood;2019
Bouldin Creek;TX;Austin-Round Rock;Travis County;Austin;2016
University Hills;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2015
Evansville;WA;Seattle-Tacoma-Bellevue;King County;Burien;2015
Eastchester;NY;New York-Newark-Jersey City;Bronx County;New York;2014
Downtown;ME;Portland-South Portland;Cumberland County;Portland;2014
Upper Land Park;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;2013
Plymouth Center;MA;Boston-Cambridge-Newton;Plymouth County;Plymouth;2012
South Lakes Dr - Soapstone Dr;VA;Washington-Arlington-Alexandria;Fairfax County;Reston;2011
Flamingo Lummus;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;Miami Beach;2010
Normal Heights;CA;San Diego-Carlsbad;San Diego County;San Diego;2010
Belford;NJ;New York-Newark-Jersey City;Monmouth County;Middletown Township;2010
Jamaica Hills;NY;New York-Newark-Jersey City;Queens County;New York;2009
Natomas Crossing;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;2009
Whittingham;NJ;New York-Newark-Jersey City;Middlesex County;Monroe Township;2009
Throggs Neck;NY;New York-Newark-Jersey City;Bronx County;New York;2008
Breezy Point;NY;New York-Newark-Jersey City;Queens County;New York;2007
Wakefield;NY;New York-Newark-Jersey City;Bronx County;New York;2006
Lynnhaven Shores;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;2006
Lyon Village;VA;Washington-Arlington-Alexandria;Arlington County;Arlington;2005
Columbia Heights;VA;Washington-Arlington-Alexandria;Arlington County;Arlington;2004
Shepherd Park;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2004
Acre;MA;Boston-Cambridge-Newton;Middlesex County;Lowell;2003
Haller Lake;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2002
Castle Hill;NY;New York-Newark-Jersey City;Bronx County;New York;2001
Northwest Arvada;CO;Denver-Aurora-Lakewood;Jefferson County;Arvada;2001
Byfield;MA;Boston-Cambridge-Newton;Essex County;Newbury;2001
Lake Shore;MD;Baltimore-Columbia-Towson;Anne Arundel County;Pasadena;2000
Back Central;MA;Boston-Cambridge-Newton;Middlesex County;Lowell;2000
Cochran's Crossing;TX;Houston-The Woodlands-Sugar Land;Montgomery County;The Woodlands;1999
Indigo Run;SC;Hilton Head Island-Bluffton-Beaufort;Beaufort County;Hilton Head Island;1999
Westlake;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1999
Brookland;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;1998
Arlanza;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;1995
North Riverdale;NY;New York-Newark-Jersey City;Bronx County;New York;1994
Eltingville;NY;New York-Newark-Jersey City;Richmond County;New York;1993
Linwood;OR;Portland-Vancouver-Hillsboro;Clackamas County;Milwaukie;1992
Richmond Town;NY;New York-Newark-Jersey City;Richmond County;New York;1991
Peacock Hill;WA;Seattle-Tacoma-Bellevue;Pierce County;Gig Harbor;1991
Eastside;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;1990
Northeast Village;CA;Sacramento--Roseville--Arden-Arcade;Yolo County;West Sacramento;1990
Downtown;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Sandy Springs;1990
North Ridge-Rosemont;VA;Washington-Arlington-Alexandria;Alexandria City;Alexandria;1989
Rockaway Borough;NJ;New York-Newark-Jersey City;Morris County;Rockaway Township;1989
Okane Park;CO;Denver-Aurora-Lakewood;Jefferson County;Lakewood;1989
University;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;1988
Dearborn Park;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1988
Chevy Chase;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;1986
Gunbarrel;CO;Boulder;Boulder County;Boulder;1986
Colonial Village;VA;Washington-Arlington-Alexandria;Arlington County;Arlington;1985
Carol City South;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;Miami Gardens;1984
Central East Austin;TX;Austin-Round Rock;Travis County;Austin;1983
Lasselle;CA;Riverside-San Bernardino-Ontario;Riverside County;Moreno Valley;1982
Cotuit;MA;Barnstable Town;Barnstable County;Barnstable;1981
Northgate;CO;Colorado Springs;El Paso County;Colorado Springs;1980
Peaks Island;ME;Portland-South Portland;Cumberland County;Portland;1980
South Loop;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1979
Downtown;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;1979
Sunnyside;NY;New York-Newark-Jersey City;Richmond County;New York;1979
Petworth;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;1978
West End;ME;Portland-South Portland;Cumberland County;Portland;1978
Olympic Hills;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1977
Laurelhurst;OR;Portland-Vancouver-Hillsboro;Multnomah County;Portland;1977
Roxhill;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1975
Old Burien;WA;Seattle-Tacoma-Bellevue;King County;Burien;1974
North College Park;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1973
Beaumont-Wilshire;OR;Portland-Vancouver-Hillsboro;Multnomah County;Portland;1972
Hillman City;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1972
Beverly Heights;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1972
Acredale;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;1971
South Beacon Hill;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1971
Meridian Park;WA;Seattle-Tacoma-Bellevue;King County;Shoreline;1970
Pelham Gardens;NY;New York-Newark-Jersey City;Bronx County;New York;1969
Centralville;MA;Boston-Cambridge-Newton;Middlesex County;Lowell;1969
Corridor;CA;San Diego-Carlsbad;San Diego County;San Diego;1969
Morris Heights;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1969
South Hill;WA;Bellingham;Whatcom County;Bellingham;1969
South Bronx;NY;New York-Newark-Jersey City;Bronx County;New York;1968
Maple Leaf;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1968
Lakewood;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1968
Country Club;NY;New York-Newark-Jersey City;Bronx County;New York;1967
Pondville;MA;Boston-Cambridge-Newton;Plymouth County;Plymouth;1967
Penrose;VA;Washington-Arlington-Alexandria;Arlington County;Arlington;1966
Kingsgate;WA;Seattle-Tacoma-Bellevue;King County;Kirkland;1964
Kaseberg-Kingswood;CA;Sacramento--Roseville--Arden-Arcade;Placer County;Roseville;1964
Arlington;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;1962
Near East;TX;Dallas-Fort Worth-Arlington;Dallas County;Dallas;1962
Emerald Hills;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Hollywood;1962
Caufield;OR;Portland-Vancouver-Hillsboro;Clackamas County;Oregon City;1962
Bethane;CA;Riverside-San Bernardino-Ontario;Riverside County;Moreno Valley;1959
Waverly Hills;VA;Washington-Arlington-Alexandria;Arlington County;Arlington;1959
Van Nest;NY;New York-Newark-Jersey City;Bronx County;New York;1958
Midtown;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1957
Ridgecrest;CA;Riverside-San Bernardino-Ontario;Riverside County;Moreno Valley;1957
The Dominion;TX;San Antonio-New Braunfels;Bexar County;San Antonio;1956
Samish Hill;WA;Bellingham;Whatcom County;Bellingham;1955
Centerville;MA;Barnstable Town;Barnstable County;Barnstable;1954
West Highland;CO;Denver-Aurora-Lakewood;Denver County;Denver;1954
Imperial Point;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1953
Baker;CO;Denver-Aurora-Lakewood;Denver County;Denver;1953
Downtown East;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1952
Atlantic Highlands;FL;Jacksonville;Duval County;Jacksonville;1952
President Park;WA;Seattle-Tacoma-Bellevue;King County;Renton;1951
Brightwood;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;1950
University Park;CO;Denver-Aurora-Lakewood;Denver County;Denver;1950
Cresthaven;CA;Sacramento--Roseville--Arden-Arcade;Placer County;Roseville;1948
Printers Row;IL;Chicago-Naperville-Elgin;Cook County;Chicago;1948
Sunnyside;CO;Denver-Aurora-Lakewood;Denver County;Denver;1946
South River City;TX;Austin-Round Rock;Travis County;Austin;1946
Mott Haven;NY;New York-Newark-Jersey City;Bronx County;New York;1945
Broadview;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1944
East Cesar Chavez;TX;Austin-Round Rock;Travis County;Austin;1943
Logan Square;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1942
Gateway West;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1942
Sunny Sands;CA;Riverside-San Bernardino-Ontario;Riverside County;Cathedral City;1942
East Bank-Nicollet Island;MN;Minneapolis-St. Paul-Bloomington;Hennepin County;Minneapolis;1942
Pine Hills;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1940
Buena Vista;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;1938
Chesapeake Beach;VA;Virginia Beach-Norfolk-Newport News;Virginia Beach City;Virginia Beach;1938
Kittery;ME;Portland-South Portland;York County;Kittery;1937
Paradise Island;FL;Tampa-St. Petersburg-Clearwater;Pinellas County;Treasure Island;1937
Natoma Station;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Folsom;1936
Corbett-Terwilliger-Lair Hill;OR;Portland-Vancouver-Hillsboro;Multnomah County;Portland;1935
Sterling Hills;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1935
Manor Park;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;1933
Lincoln Park;CO;Denver-Aurora-Lakewood;Denver County;Denver;1933
Lamar Heights;CO;Denver-Aurora-Lakewood;Jefferson County;Arvada;1932
Greenwood;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1930
Sunnymeadows;CA;Riverside-San Bernardino-Ontario;Riverside County;Moreno Valley;1930
Arbor Heights;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1930
Harbor Village;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Pompano Beach;1930
Melrose;NY;New York-Newark-Jersey City;Bronx County;New York;1929
Village 12;CA;Sacramento--Roseville--Arden-Arcade;Sacramento County;Sacramento;1929
Concordia;NJ;New York-Newark-Jersey City;Middlesex County;Monroe Township;1927
Riverfront;PA;Philadelphia-Camden-Wilmington;Philadelphia County;Philadelphia;1927
Earlington Hill;WA;Seattle-Tacoma-Bellevue;King County;Renton;1926
Stone Canyon;TX;Austin-Round Rock;Williamson County;Round Rock;1925
Bellevue;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;1923
Highlands;ID;Boise City;Ada County;Boise;1923
Bear Valley;CA;Riverside-San Bernardino-Ontario;Riverside County;Moreno Valley;1922
Wedgwood;WA;Seattle-Tacoma-Bellevue;King County;Seattle;1921
Victoria Park;FL;Miami-Fort Lauderdale-West Palm Beach;Broward County;Fort Lauderdale;1921
Marstons Mills;MA;Barnstable Town;Barnstable County;Barnstable;1921
Village East;CO;Denver-Aurora-Lakewood;Arapahoe County;Aurora;1921
Riviera Beach;MD;Baltimore-Columbia-Towson;Anne Arundel County;Pasadena;1920
Franklin Park;NJ;New York-Newark-Jersey City;Somerset County;Franklin Township;1918
Country Club Estates;AZ;Flagstaff;Coconino County;Flagstaff;1918
Paces;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1917
Ridgedale Park;GA;Atlanta-Sandy Springs-Roswell;Fulton County;Atlanta;1917
Highland Village;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;North Miami Beach;1917
Alameda;OR;Portland-Vancouver-Hillsboro;Multnomah County;Portland;1914
Meadow Ridge- Harvest Run;TX;Dallas-Fort Worth-Arlington;Denton County;Carrollton;1914
Kerry Hill-Van Zandt;RI;Providence-Warwick;Newport County;Newport;1914
Racetrack;NJ;New York-Newark-Jersey City;Hudson County;North Bergen Township;1913
Longmont Estates;CO;Boulder;Boulder County;Longmont;1913
Harborview-Seahurst-Glenhaven;WA;Seattle-Tacoma-Bellevue;Snohomish County;Everett;1912
Coronado Beach;FL;Deltona-Daytona Beach-Ormond Beach;Volusia County;New Smyrna Beach;1912
Bergen-Lafayette;NJ;New York-Newark-Jersey City;Hudson County;Jersey City;1911
vallejo heights;CA;Vallejo-Fairfield;Solano County;Vallejo;1910
